Dataset,FeatureSubset,IncludedGroups,ExcludedGroups,Source objective,ValidationAccuracy@20_40,NDCG@20,Recall@20,Hit@20,Pers@20,AvgPop@20,NDCG@40,Recall@40,Hit@40,Pers@40,AvgPop@40,ValidationCRRU@20,ValidationCRRU@40,ValidationCRRU@20_40,PosthocCRRU@20,PosthocCRRU@40,Time/epoch (s),Peak VRAM (MB),Batch,CompletedTrials,Status
kuairec_v2,pair_item_author_music__item_category,"item_author_music,item_category","item_video_metadata,item_resolution,item_upload_time",0.15996964141722553,0.046445553191006184,0.0608254037797451,0.016059808433055878,0.5635451674461365,0.9764006733894348,0.34273406863212585,0.06004954129457474,0.030104679986834526,0.7293757200241089,0.9657846093177795,0.33433425426483154,0.155011453730135,0.17786703446717786,0.16643924409865643,0.155011453730135,0.17786703446717786,3.384317727045451,10104.0,524288.0,1,completed
kuairec_v2,pair_item_author_music__item_resolution,"item_author_music,item_resolution","item_video_metadata,item_category,item_upload_time",0.14471380990975993,0.0390203095972538,0.05015411227941513,0.01553124189376831,0.4859253168106079,0.9611143469810486,0.49981358647346497,0.04941992461681366,0.026474542915821075,0.6400501728057861,0.941315770149231,0.47608646750450134,0.14327981787568367,0.1614185163947502,0.15234916713521693,0.14327981787568367,0.1614185163947502,3.770581152152179,10232.0,524288.0,1,completed
kuairec_v2,pair_item_author_music__item_upload_time,"item_author_music,item_upload_time","item_video_metadata,item_resolution,item_category",0.14219432334295173,0.03759216931648553,0.047926582396030426,0.014727138914167881,0.4726867377758026,0.9535281658172607,0.5209742784500122,0.048913195729255676,0.026101140305399895,0.6354514956474304,0.9336740970611572,0.4954944849014282,0.1395790392007035,0.16023941301898767,0.14990922610984558,0.1395790392007035,0.16023941301898767,3.7684909567826215,10104.0,524288.0,2,completed
kuairec_v2,pair_item_author_music__item_upload_time,"item_author_music,item_upload_time","item_video_metadata,item_resolution,item_category",0.13873982037539107,0.037598656956106424,0.05009640008211136,0.012172752991318703,0.5071070194244385,0.9500910043716431,0.5061078071594238,0.049037426710128784,0.021516546607017517,0.665273129940033,0.9340684413909912,0.4783540964126587,0.13701558005517964,0.15518955481250804,0.14610256743384384,0.13701558005517964,0.15518955481250804,3.792429328520863,9421.0,524288.0,2,completed
kuairec_v2,pair_item_author_music__item_video_metadata,"item_author_music,item_video_metadata","item_resolution,item_category,item_upload_time",0.1299364161590718,0.030715541401878,0.03828488290309906,0.012665477581322193,0.41652730107307434,0.9571434259414673,0.5236789584159851,0.04041852056980133,0.023439524695277214,0.5776198506355286,0.9369924068450928,0.4972061812877655,0.1261894095635728,0.14782185927425828,0.13700563441891556,0.1261894095635728,0.14782185927425828,3.7726846895217396,10104.0,524288.0,1,completed
kuairec_v2,pair_item_category__item_upload_time,"item_category,item_upload_time","item_author_music,item_video_metadata,item_resolution",0.15894888314146977,0.045887964125722644,0.06009672209620476,0.01569201610982418,0.5712096095085144,0.9736261367797852,0.3390714228153229,0.05949749797582626,0.029919743537902832,0.7350891828536987,0.9622377753257751,0.3314663767814636,0.15369353570798047,0.17696682333752858,0.16533017952275453,0.15369353570798047,0.17696682333752858,3.6246648293846158,10104.0,524288.0,1,completed
kuairec_v2,pair_item_resolution__item_category,"item_resolution,item_category","item_author_music,item_video_metadata,item_upload_time",0.17467085719028028,0.055749500170350075,0.07071112841367722,0.023109078407287598,0.5965719223022461,0.9148960709571838,0.44512835144996643,0.07137559354305267,0.039103273302316666,0.7536231875419617,0.8937649726867676,0.4224318563938141,0.17211557288887297,0.19418684879691625,0.1831512108428946,0.17211557288887297,0.19418684879691625,3.703225117839273,10033.0,524288.0,2,completed
kuairec_v2,pair_item_resolution__item_category,"item_resolution,item_category","item_author_music,item_video_metadata,item_upload_time",0.15920207085709942,0.04634416429325938,0.060798246413469315,0.015955617651343346,0.5507246255874634,0.9780365228652954,0.3477715849876404,0.05988979712128639,0.029726671054959297,0.7093088030815125,0.9674695134162903,0.3384132981300354,0.15450743240140372,0.17690466962235613,0.1657060510118799,0.15450743240140372,0.17690466962235613,3.3854175728333344,10232.0,524288.0,2,completed
kuairec_v2,pair_item_resolution__item_upload_time,"item_resolution,item_upload_time","item_author_music,item_video_metadata,item_category",0.18445238329980013,0.06554335290566086,0.08618141710758209,0.025145890191197395,0.6337792873382568,0.954710841178894,0.5062064528465271,0.08193284273147583,0.03876245394349098,0.765189528465271,0.9398882389068604,0.48160797357559204,0.18616891152738882,0.2023698254419031,0.19426936848464596,0.18616891152738882,0.2023698254419031,3.9598378733695903,9768.0,524288.0,2,completed
kuairec_v2,pair_item_resolution__item_upload_time,"item_resolution,item_upload_time","item_author_music,item_video_metadata,item_category",0.14721565896712088,0.040199798066169024,0.0510910339653492,0.0161826703697443,0.5027870535850525,0.9611403346061707,0.5602899193763733,0.05188346654176712,0.028260935097932816,0.648829460144043,0.9410949349403381,0.5293627977371216,0.1454490653127257,0.16572795908559823,0.15558851219916198,0.1454490653127257,0.16572795908559823,3.768430329152184,10104.0,524288.0,2,completed
kuairec_v2,pair_item_video_metadata__item_category,"item_video_metadata,item_category","item_author_music,item_resolution,item_upload_time",0.17478343335871804,0.05647610463202,0.07209181040525436,0.02271401882171631,0.5969899892807007,0.9226057529449463,0.47480496764183044,0.07227765023708344,0.03910047188401222,0.7541806101799011,0.903120756149292,0.4468080997467041,0.17241347186704947,0.19486624337696876,0.18363985762200913,0.17241347186704947,0.19486624337696876,3.7743619556964143,10648.0,524288.0,2,completed
kuairec_v2,pair_item_video_metadata__item_category,"item_video_metadata,item_category","item_author_music,item_resolution,item_upload_time",0.14662873839534052,0.038622125424444674,0.04973728582262993,0.013396147638559341,0.4967948794364929,0.972500741481781,0.3499833643436432,0.05137326195836067,0.02698456309735775,0.677118182182312,0.9603118300437927,0.34038159251213074,0.13986098713629447,0.16543020716442342,0.15264559715035894,0.13986098713629447,0.16543020716442342,3.624026057096164,10104.0,524288.0,2,completed
kuairec_v2,pair_item_video_metadata__item_resolution,"item_video_metadata,item_resolution","item_author_music,item_category,item_upload_time",0.20258755286986369,0.0801376954652369,0.10603995621204376,0.031051667407155037,0.6931437849998474,0.9546514749526978,0.5272780060768127,0.09829576313495636,0.04610436037182808,0.8089464902877808,0.9388919472694397,0.5009288787841797,0.20658403585028973,0.22076115678715993,0.21367259631872482,0.20658403585028973,0.22076115678715993,4.041399490782604,10006.0,524288.0,2,completed
kuairec_v2,pair_item_video_metadata__item_resolution,"item_video_metadata,item_resolution","item_author_music,item_category,item_upload_time",0.14232310050594985,0.0372435090597719,0.04825977608561516,0.013199317269027233,0.46780937910079956,0.9819788336753845,0.3841952383518219,0.048865679651498795,0.02483939751982689,0.6275083422660828,0.9720267653465271,0.37312236428260803,0.1375840396030465,0.15958304321154065,0.14858354140729357,0.1375840396030465,0.15958304321154065,3.7702441035217302,10104.0,524288.0,2,completed
kuairec_v2,pair_item_video_metadata__item_upload_time,"item_video_metadata,item_upload_time","item_author_music,item_resolution,item_category",0.13385296235977245,0.03272216636687517,0.0420629121363163,0.011650845408439636,0.43715161085128784,0.9803928136825562,0.3875848352909088,0.04361477494239807,0.022357827052474022,0.6010312438011169,0.9697895646095276,0.3770783543586731,0.12858498750153002,0.15098109873626359,0.1397830431188968,0.12858498750153002,0.15098109873626359,3.7684611082826174,10104.0,524288.0,1,completed
kuairec_v2,single_item_author_music,item_author_music,"item_video_metadata,item_resolution,item_category,item_upload_time",0.1428308714097421,0.03812804562039673,0.049139298498630524,0.014873550273478031,0.4781215190887451,0.9607238173484802,0.4921568036079407,0.048489391803741455,0.025666000321507454,0.6294593214988708,0.9422376751899719,0.46847376227378845,0.14112230997882766,0.15944625842633647,0.15028428420258205,0.14112230997882766,0.15944625842633647,3.7935433593695653,9974.0,524288.0,1,completed
kuairec_v2,single_item_category,item_category,"item_author_music,item_video_metadata,item_resolution,item_upload_time",0.15998610780566022,0.04610795816406608,0.060030531138181686,0.015906674787402153,0.5652173757553101,0.9719281196594238,0.33584028482437134,0.060051172971725464,0.031083479523658752,0.7380155920982361,0.9602175354957581,0.32832783460617065,0.1539301957508149,0.17879411895367295,0.1663621573522439,0.1539301957508149,0.17879411895367295,3.585576630870374,10104.0,524288.0,1,completed
kuairec_v2,single_item_resolution,item_resolution,"item_author_music,item_video_metadata,item_category,item_upload_time",0.2049994132087601,0.0795639406889677,0.1038663238286972,0.03113406151533127,0.696906328201294,0.9578757882118225,0.5024487376213074,0.09977570176124573,0.04880908131599426,0.8161928653717041,0.9428894519805908,0.4783613383769989,0.20647134407932433,0.22524089575070735,0.21585611991501585,0.20647134407932433,0.22524089575070735,3.576322221181809,9234.0,524288.0,2,completed
kuairec_v2,single_item_resolution,item_resolution,"item_author_music,item_video_metadata,item_category,item_upload_time",0.15040107289739815,0.04173885527998209,0.05280788615345955,0.017423029989004135,0.5034838318824768,0.9589330554008484,0.551082968711853,0.053229112178087234,0.029947878792881966,0.6552397012710571,0.9387471079826355,0.5213556289672852,0.1488631629294537,0.1688656197567986,0.15886439134312613,0.1488631629294537,0.1688656197567986,3.771995930999997,10180.0,524288.0,2,completed
kuairec_v2,single_item_upload_time,item_upload_time,"item_author_music,item_video_metadata,item_resolution,item_category",0.1762948891526303,0.057810120191425084,0.07440052926540375,0.022202229127287865,0.6035395860671997,0.9591566920280457,0.5109761953353882,0.07566870748996735,0.03708992153406143,0.7605908513069153,0.9440100193023682,0.48446303606033325,0.1745011501246797,0.19694647438701213,0.18572381225584592,0.1745011501246797,0.19694647438701213,3.5058306434705844,9261.0,524288.0,2,completed
kuairec_v2,single_item_upload_time,item_upload_time,"item_author_music,item_video_metadata,item_resolution,item_category",0.14482597962238683,0.038774645142257216,0.049059126526117325,0.015684396028518677,0.4796544015407562,0.9653176069259644,0.554434597492218,0.05025852471590042,0.027852041646838188,0.6289018988609314,0.9464828372001648,0.5252678394317627,0.14250172307109824,0.1635228349087094,0.15301227898990383,0.14250172307109824,0.1635228349087094,3.770255903739128,10104.0,524288.0,2,completed
kuairec_v2,single_item_video_metadata,item_video_metadata,"item_author_music,item_resolution,item_category,item_upload_time",0.20142402171336884,0.07898205779492856,0.10431066900491714,0.030831612646579742,0.6824135780334473,0.955178439617157,0.5247955918312073,0.09700661152601242,0.045678284019231796,0.7993311285972595,0.9393914937973022,0.4984879195690155,0.20528068252181775,0.21953758180331628,0.21240913216256702,0.20528068252181775,0.21953758180331628,4.014878771369576,9231.0,524288.0,2,completed
kuairec_v2,single_item_video_metadata,item_video_metadata,"item_author_music,item_resolution,item_category,item_upload_time",0.14271425357381962,0.03758920151740312,0.04884318634867668,0.013123642653226852,0.46976029872894287,0.981316864490509,0.3869018256664276,0.049377284944057465,0.024801049381494522,0.6375418305397034,0.9711381793022156,0.37559446692466736,0.1378944914041176,0.1601526504625833,0.14902357093335045,0.1378944914041176,0.1601526504625833,3.7878147461956506,10180.0,524288.0,2,completed
kuairec_v2,triple_item_author_music__item_category__item_upload_time,"item_author_music,item_category,item_upload_time","item_video_metadata,item_resolution",0.1454077242462438,0.03862841692753136,0.050312239676713943,0.012779646553099155,0.4884336590766907,0.9769248962402344,0.34969592094421387,0.05127875879406929,0.025855716317892075,0.6658305525779724,0.9663026332855225,0.34018105268478394,0.1388897110045111,0.1638531084220486,0.15137140971327984,0.1388897110045111,0.1638531084220486,3.6061934018709594,10561.0,524288.0,1,completed
kuairec_v2,triple_item_author_music__item_resolution__item_category,"item_author_music,item_resolution,item_category","item_video_metadata,item_upload_time",0.1574628841535169,0.04498675125651062,0.05868327245116234,0.015606156550347805,0.5517001152038574,0.9772856831550598,0.34599095582962036,0.058598171919584274,0.029538501054048538,0.7246376872062683,0.9668018817901611,0.3369772732257843,0.15211287126328243,0.17563269914172067,0.16387278520250154,0.15211287126328243,0.17563269914172067,3.6185677436935526,10446.0,524288.0,1,completed
kuairec_v2,triple_item_author_music__item_resolution__item_upload_time,"item_author_music,item_resolution,item_upload_time","item_video_metadata,item_category",0.14292980211790118,0.03883615992963314,0.05047261714935303,0.014569852501153946,0.4816053509712219,0.9614530801773071,0.5087721347808838,0.04960658401250839,0.025164006277918816,0.6311315298080444,0.9412994384765625,0.4841301143169403,0.14149583141281463,0.15962724138574372,0.15056153639927916,0.14149583141281463,0.15962724138574372,3.924806055478257,10537.0,524288.0,1,completed
kuairec_v2,triple_item_author_music__item_video_metadata__item_category,"item_author_music,item_video_metadata,item_category","item_resolution,item_upload_time",0.14092948905277664,0.03577658855356276,0.04603506997227669,0.012141657061874866,0.46279263496398926,0.9769822955131531,0.356646865606308,0.04821973294019699,0.024906793609261513,0.6474359035491943,0.9659650921821594,0.34564584493637085,0.13378777321247495,0.15978599152405182,0.14678688236826337,0.13378777321247495,0.15978599152405182,3.440126430774208,10104.0,524288.0,1,completed
kuairec_v2,triple_item_author_music__item_video_metadata__item_resolution,"item_author_music,item_video_metadata,item_resolution","item_category,item_upload_time",0.13113348716718304,0.03121026628650725,0.03880612924695015,0.012999487109482288,0.42070791125297546,0.9556528329849243,0.5279965996742249,0.04114382714033127,0.023857558146119118,0.5877926349639893,0.935951828956604,0.5010302066802979,0.12737112791711788,0.14924210730009055,0.13830661760860422,0.12737112791711788,0.14924210730009055,3.7696421106739053,10104.0,524288.0,1,completed
kuairec_v2,triple_item_author_music__item_video_metadata__item_upload_time,"item_author_music,item_video_metadata,item_upload_time","item_resolution,item_category",0.126589209308901,0.029369421070441604,0.03676915541291237,0.012002314440906048,0.40788739919662476,0.9560794234275818,0.526059091091156,0.038634538650512695,0.02189083956182003,0.566332221031189,0.9358610510826111,0.49953901767730713,0.12322580483523708,0.14377094953373754,0.13349837718448732,0.12322580483523708,0.14377094953373754,3.861787735282593,9922.0,524288.0,1,completed
kuairec_v2,triple_item_resolution__item_category__item_upload_time,"item_resolution,item_category,item_upload_time","item_author_music,item_video_metadata",0.1581634544077154,0.04522545766085386,0.05895756185054779,0.0156145840883255,0.5727424621582031,0.9707255959510803,0.3422688841819763,0.058955252170562744,0.029997428879141808,0.7424749135971069,0.9593297839164734,0.3338950276374817,0.15257778319587584,0.176528740497341,0.1645532618466084,0.15257778319587584,0.176528740497341,3.746612881384618,10262.0,524288.0,1,completed
kuairec_v2,triple_item_video_metadata__item_category__item_upload_time,"item_video_metadata,item_category,item_upload_time","item_author_music,item_resolution",0.1407944973219935,0.03538244375959039,0.045241180807352066,0.012304889038205147,0.4771460294723511,0.970381498336792,0.35264652967453003,0.04768448695540428,0.025329580530524254,0.6679208278656006,0.9582321047782898,0.34242406487464905,0.1334533112141089,0.15974879735597952,0.14660105428504422,0.1334533112141089,0.15974879735597952,3.76708088517309,10039.0,524288.0,1,completed
kuairec_v2,triple_item_video_metadata__item_resolution__item_category,"item_video_metadata,item_resolution,item_category","item_author_music,item_upload_time",0.14485096132372055,0.03754369807429612,0.048115186393260956,0.013064243830740452,0.48690077662467957,0.9731401205062866,0.35034629702568054,0.050314661115407944,0.026728447526693344,0.6709865927696228,0.9613187313079834,0.3405708968639374,0.1376185204028945,0.16397776414965035,0.15079814227627242,0.1376185204028945,0.16397776414965035,3.7156520907931045,10173.0,524288.0,1,completed
kuairec_v2,triple_item_video_metadata__item_resolution__item_upload_time,"item_video_metadata,item_resolution,item_upload_time","item_author_music,item_category",0.13425854501650775,0.03266565846279264,0.04164715111255646,0.011989561840891838,0.4361761510372162,0.9806642532348633,0.38672327995300293,0.04376121237874031,0.022805105894804,0.6038182973861694,0.9703132510185242,0.3761945068836212,0.12878782702669297,0.15160504948330653,0.14019643825499975,0.12878782702669297,0.15160504948330653,3.9318649227826112,10231.0,524288.0,1,completed
movielens1m,all_gate0,item_genre,,0.20334808366010582,0.061372778750956064,0.048118915408849716,0.06754942238330841,0.3016614615917206,0.9643639326095581,0.14755621552467346,0.06222857907414436,0.11091678589582443,0.4112149477005005,0.9458901882171631,0.1280369758605957,0.18759279383928212,0.22680451093855303,0.20719865238891758,0.18759279383928212,0.22680451093855303,1.115356334586977,7394.0,1048576.0,1,completed
movielens1m,all_gate_neg4,item_genre,,0.2437495642588799,0.08756107464432716,0.06610402464866638,0.09965964406728745,0.39996537566185,0.9434592723846436,0.18148234486579895,0.08780700713396072,0.16423100233078003,0.546902060508728,0.9155064821243286,0.17283669114112854,0.22506618361321054,0.27396554850284727,0.2495158660580289,0.22506618361321054,0.27396554850284727,1.1177595156667242,7378.0,1048576.0,1,completed
movielens1m,drop_item_genre,,item_genre,0.25249417541128916,0.09334668926894664,0.0731409564614296,0.10357829928398132,0.41156110167503357,0.9619927406311035,0.16505950689315796,0.09412439912557602,0.16762976348400116,0.5501903891563416,0.9333206415176392,0.15738649666309357,0.2345242585402099,0.2814825553033069,0.2580034069217584,0.2345242585402099,0.2814825553033069,1.1115936115799991,6661.0,1048576.0,1,completed
movielens1m,none,,item_genre,0.25606936044539474,0.09645375534892081,0.07548423856496811,0.10758808255195618,0.42107996344566345,0.9601008892059326,0.17933595180511475,0.09702852368354797,0.17260336875915527,0.5616130232810974,0.9301772713661194,0.16976100206375122,0.23850452927366309,0.285595801136567,0.26205016520511504,0.23850452927366309,0.285595801136567,1.117733867099887,7016.0,1048576.0,13,completed
movielens1m,none,,item_genre,0.2559198929355361,0.09632885754108428,0.07531934976577759,0.1074642539024353,0.4203876852989197,0.9601380825042725,0.1793231964111328,0.09691944718360901,0.17265202105045319,0.5614399313926697,0.9301995635032654,0.16976864635944366,0.2382774097049723,0.28551681848505134,0.2618971140950118,0.2382774097049723,0.28551681848505134,1.1176754168269467,7016.0,1048576.0,13,completed
movielens1m,none,,item_genre,0.2557356801544428,0.09622525349259377,0.07524655014276505,0.10738296806812286,0.4209069013595581,0.9603233933448792,0.17850230634212494,0.09684683382511139,0.17229211330413818,0.561093807220459,0.9304904937744141,0.16914229094982147,0.2381307324131946,0.2852445396382954,0.26168763602574496,0.2381307324131946,0.2852445396382954,1.1158782370200788,7378.0,1048576.0,13,completed
movielens1m,none,,item_genre,0.25573190223276554,0.09622525349259377,0.07524655014276505,0.10738296806812286,0.4209069013595581,0.9603233933448792,0.17850230634212494,0.09684683382511139,0.17229211330413818,0.561093807220459,0.9304904937744141,0.16914229094982147,0.23812721456517488,0.2852403257893363,0.2616837701772556,0.23812721456517488,0.2852403257893363,1.1157981058400765,7394.0,1048576.0,13,completed
movielens1m,none,,item_genre,0.2557077592543133,0.09621452055871486,0.07523755729198456,0.1073320209980011,0.420560747385025,0.9603492617607117,0.1785239726305008,0.09686744958162308,0.1723261922597885,0.5605745911598206,0.9305068850517273,0.16914932429790497,0.23807764001908555,0.28524126318047377,0.26165945159977966,0.23807764001908555,0.28524126318047377,1.1175419284000236,7378.0,1048576.0,13,completed
movielens1m,none,,item_genre,0.25436668534766615,0.0950722496956587,0.07447592914104462,0.10582474619150162,0.4184839129447937,0.9623839855194092,0.1724947988986969,0.09566353261470795,0.1702856868505478,0.5543440580368042,0.9334248900413513,0.16404198110103607,0.2367615674222646,0.283488281851616,0.2601249246369403,0.2367615674222646,0.283488281851616,1.1169495512600407,7378.0,1048576.0,13,completed
movielens1m,none,,item_genre,0.2543600916105151,0.0950722496956587,0.07447592914104462,0.10582474619150162,0.4184839129447937,0.9623839855194092,0.1724947988986969,0.09566353261470795,0.1702856868505478,0.5543440580368042,0.9334248900413513,0.16404198110103607,0.23675543004802105,0.28348093321941054,0.2601181816337158,0.23675543004802105,0.28348093321941054,1.1182305975799682,7378.0,1048576.0,13,completed
movielens1m,none,,item_genre,0.25351792758003033,0.09432604312896728,0.07391278445720673,0.10510562360286713,0.4160609245300293,0.9627065062522888,0.168763667345047,0.09493239223957062,0.16853386163711548,0.5519210696220398,0.9339673519134521,0.16124464571475983,0.2359586557750558,0.2823654405287832,0.2591620481519195,0.2359586557750558,0.2823654405287832,1.1176603225999862,7016.0,1048576.0,13,completed
movielens1m,none,,item_genre,0.2535125075152317,0.09432604312896728,0.07391278445720673,0.10510562360286713,0.4160609245300293,0.9627065062522888,0.168763667345047,0.09493239223957062,0.16853386163711548,0.5519210696220398,0.9339673519134521,0.16124464571475983,0.23595361111720334,0.28235940372105456,0.25915650741912893,0.23595361111720334,0.28235940372105456,1.118717337679991,7016.0,1048576.0,13,completed
movielens1m,none,,item_genre,0.2532585460217671,0.09421975575387478,0.07386842370033264,0.1050340011715889,0.41554170846939087,0.9627998471260071,0.1684296727180481,0.09473787248134613,0.16816362738609314,0.5515749454498291,0.9340694546699524,0.16092804074287415,0.23579055193216072,0.28198412702764986,0.2588873394799053,0.23579055193216072,0.28198412702764986,1.1140724541399687,7400.0,1048576.0,13,completed
movielens1m,none,,item_genre,0.25186642349568705,0.09292728751897812,0.07296913117170334,0.10298972576856613,0.412080317735672,0.962150514125824,0.16218747198581696,0.09372863918542862,0.16635994613170624,0.5481135249137878,0.933631181716919,0.1550518274307251,0.2340357904255625,0.2805355675233139,0.2572856789744382,0.2340357904255625,0.2805355675233139,1.1178215994399217,7016.0,1048576.0,13,completed
movielens1m,none,,item_genre,0.2497820793703855,0.0914972472935915,0.0718350037932396,0.10199051350355148,0.40740740299224854,0.9627816677093506,0.15949751436710358,0.09187904000282288,0.163002610206604,0.5406715273857117,0.9354750514030457,0.15050628781318665,0.23240590658438742,0.27768843889200895,0.2550471727381982,0.23240590658438742,0.27768843889200895,1.1176172812884033,7016.0,1048576.0,13,completed
movielens1m,none,,item_genre,0.24180241946141623,0.08593419678509236,0.0677977055311203,0.09564266353845596,0.39148494601249695,0.9644398093223572,0.15585198998451233,0.08638018369674683,0.1516765058040619,0.5200761556625366,0.9383324980735779,0.147305428981781,0.22517659127115952,0.2684266638766154,0.24680162757388746,0.22517659127115952,0.2684266638766154,1.1142774874341212,7378.0,1048576.0,13,completed
movielens1m,single_item_genre,item_genre,,0.24255222512375885,0.08636840842664242,0.06509383767843246,0.09768940508365631,0.3909657299518585,0.9480675458908081,0.17703408002853394,0.0869607999920845,0.16355018317699432,0.5372101068496704,0.9219592213630676,0.16756489872932434,0.22318678373722006,0.2731197602170996,0.24815327197715983,0.22318678373722006,0.2731197602170996,1.111835940499999,6661.0,1048576.0,1,completed
